orf_id	contig	orf_index	phrog_id	phrog_category	evalue	score
PC1262997_4	PC1262997	4	7240	unknown function	0.89	11.3
PC326054_1	PC326054	1	3736	unknown function	1e-05	26.6
PC679287_1	PC679287	1	19584	unknown function	2.1e-37	130.6
PC1398842_1	PC1398842	1	3736	unknown function	1.3e-34	121.5
PC1012994_2	PC1012994	2	NA	unannotated	NA	NA
PC1139210_1	PC1139210	1	NA	unannotated	NA	NA
PC361731_7	PC361731	7	125	DNA, RNA and nucleotide metabolism	1.4e-28	101.6
PC444205_1	PC444205	1	2170	moron, auxiliary metabolic gene and host takeover	2.7e-20	74.3
PC576597_4	PC576597	4	NA	unannotated	NA	NA
PC1353587_1	PC1353587	1	NA	unannotated	NA	NA
PC1290341_3	PC1290341	3	23687	unknown function	0.13	14.1
PC499338_1	PC499338	1	6397	DNA, RNA and nucleotide metabolism	0.0046	17.0
PC496475_5	PC496475	5	731	unknown function	6e-28	99.2
PC1003313_2	PC1003313	2	8572	unknown function	5.7e-90	304.3
PC1173612_4	PC1173612	4	37072	unknown function	0.2	12.9
PC128551_3	PC128551	3	26048	unknown function	5e-28	99.6
PC881551_1	PC881551	1	NA	unannotated	NA	NA
PC1235149_1	PC1235149	1	21874	unknown function	0.042	15.6
PC923919_3	PC923919	3	NA	unannotated	NA	NA
PC1200481_2	PC1200481	2	2737	unknown function	1.4e-26	93.8
PC843640_5	PC843640	5	NA	unannotated	NA	NA
PC1312291_2	PC1312291	2	30216	unknown function	0.021	16.2
PC1141871_4	PC1141871	4	26848	unknown function	0.22	13.4
PC405585_1	PC405585	1	33124	unknown function	0.52	10.9
PC657755_1	PC657755	1	18280	unknown function	0.022	16.7
PC881610_1	PC881610	1	22	DNA, RNA and nucleotide metabolism	9.2e-15	56.6
PC273402_2	PC273402	2	5594	unknown function	6.7e-45	155.5
PC614598_4	PC614598	4	11092	unknown function	0.019	15.3
PC1568073_3	PC1568073	3	13436	unknown function	0.052	15.3
PC1091147_4	PC1091147	4	11384	unknown function	0.056	15.2
PC1068124_6	PC1068124	6	17288	unknown function	0.25	13.7
PC1280261_1	PC1280261	1	13235	unknown function	0.087	14.0
PC68587_1	PC68587	1	28306	unknown function	0.081	14.3
PC1266709_1	PC1266709	1	21403	unknown function	2.3	10.0
PC1453280_31	PC1453280	31	12319	unknown function	0.0025	19.1
PC1288512_1	PC1288512	1	23281	unknown function	7.3e-08	33.5
PC439007_6	PC439007	6	17972	unknown function	0.085	14.2
PC1022521_2	PC1022521	2	37422	unknown function	0.56	11.9
PC519008_3	PC519008	3	5594	unknown function	8.6e-47	161.7
PC1374253_2	PC1374253	2	453	DNA, RNA and nucleotide metabolism	1.4e-33	118.4
PC991964_3	PC991964	3	31535	unknown function	0.0039	19.0
PC730191_8	PC730191	8	NA	unannotated	NA	NA
PC974347_2	PC974347	2	351	transcription regulation	6.8e-43	148.9
PC228104_3	PC228104	3	2034	unknown function	0.27	11.3
PC529443_2	PC529443	2	16925	unknown function	1.6e-07	33.1
PC787865_3	PC787865	3	NA	unannotated	NA	NA
PC1305774_9	PC1305774	9	94	head and packaging	3.6e-42	147.2
PC129811_4	PC129811	4	22485	unknown function	5.7e-26	92.3
PC56474_1	PC56474	1	24041	unknown function	0.21	13.3
PC932987_6	PC932987	6	7800	moron, auxiliary metabolic gene and host takeover	1.1e-94	320.0
PC1088485_1	PC1088485	1	NA	unannotated	NA	NA
PC1239631_3	PC1239631	3	2890	other	8.4e-38	130.7
PC874090_1	PC874090	1	4871	other	2.1e-11	44.5
PC79269_10	PC79269	10	NA	unannotated	NA	NA
PC646811_2	PC646811	2	21521	unknown function	0.0037	19.3
PC1417845_3	PC1417845	3	14573	unknown function	0.1	14.0
PC812803_2	PC812803	2	1	integration and excision	1.2e-69	237.7
PC833525_2	PC833525	2	35223	unknown function	0.0086	18.0
PC594609_2	PC594609	2	16154	unknown function	1.4e-23	84.8
PC1508516_1	PC1508516	1	NA	unannotated	NA	NA
PC652740_9	PC652740	9	2340	DNA, RNA and nucleotide metabolism	0.00077	21.1
PC191698_5	PC191698	5	2763	unknown function	0.57	11.7
PC569990_5	PC569990	5	16655	unknown function	0.14	12.4
PC688252_15	PC688252	15	NA	unannotated	NA	NA
PC763738_1	PC763738	1	32805	unknown function	2.6e-242	807.9
PC1379911_2	PC1379911	2	510	DNA, RNA and nucleotide metabolism	2.2e-25	91.0
PC229510_3	PC229510	3	13084	unknown function	4.1e-42	145.4
PC1386843_2	PC1386843	2	17858	unknown function	8.5e-48	163.6
PC1444450_2	PC1444450	2	4646	integration and excision	1.4e-24	88.5
PC965025_2	PC965025	2	9270	DNA, RNA and nucleotide metabolism	4.3e-133	445.9
PC1387079_5	PC1387079	5	34714	unknown function	0.1	13.5
PC1440327_3	PC1440327	3	15632	unknown function	2.1e-07	31.9
PC381670_3	PC381670	3	11741	unknown function	0.074	14.3
PC499090_5	PC499090	5	33286	unknown function	2.1e-37	130.0
PC96567_2	PC96567	2	NA	unannotated	NA	NA
PC906134_1	PC906134	1	NA	unannotated	NA	NA
PC1010524_3	PC1010524	3	1268	DNA, RNA and nucleotide metabolism	5.9e-157	524.4
PC1247266_1	PC1247266	1	NA	unannotated	NA	NA
PC190735_3	PC190735	3	35285	unknown function	0.11	13.9
PC1410137_3	PC1410137	3	28980	unknown function	2.8	10.0
PC1508516_5	PC1508516	5	756	DNA, RNA and nucleotide metabolism	0.08	14.4
PC34223_4	PC34223	4	2172	unknown function	4.2e-74	251.8
PC895916_1	PC895916	1	NA	unannotated	NA	NA
PC136612_1	PC136612	1	NA	unannotated	NA	NA
PC976032_2	PC976032	2	NA	unannotated	NA	NA
PC1353532_1	PC1353532	1	NA	unannotated	NA	NA
PC1172418_2	PC1172418	2	37282	unknown function	0.44	10.3
PC34530_3	PC34530	3	689	lysis	4.3	9.1
PC1178623_1	PC1178623	1	15344	unknown function	6.7e-07	29.5
PC1106923_6	PC1106923	6	30090	unknown function	1.2e-67	230.5
PC1178832_1	PC1178832	1	23875	DNA, RNA and nucleotide metabolism	5.2e-11	43.9
PC1441216_2	PC1441216	2	16641	tail	1.3e-30	107.3
PC1278208_1	PC1278208	1	NA	unannotated	NA	NA
PC1331570_6	PC1331570	6	18003	unknown function	3.1e-14	54.4
PC861069_3	PC861069	3	6509	DNA, RNA and nucleotide metabolism	0.23	12.7
PC434674_13	PC434674	13	20134	unknown function	0.041	14.2
PC63490_2	PC63490	2	8723	unknown function	0.0001	23.6
PC1009367_1	PC1009367	1	1198	other	3.5e-05	25.2
PC1119158_6	PC1119158	6	NA	unannotated	NA	NA
PC1069671_2	PC1069671	2	29801	unknown function	0.48	10.8
PC1424781_3	PC1424781	3	311	unknown function	0.32	13.1
PC602952_1	PC602952	1	NA	unannotated	NA	NA
PC928647_2	PC928647	2	19422	unknown function	1e-82	278.2
PC882278_1	PC882278	1	89	lysis	0.17	13.4
PC1042675_5	PC1042675	5	246	other	1.1e-33	118.4
PC1483402_2	PC1483402	2	25	connector	0.04	15.4
PC517750_2	PC517750	2	NA	unannotated	NA	NA
PC800095_1	PC800095	1	1119	moron, auxiliary metabolic gene and host takeover	0.0055	18.6
PC1122917_1	PC1122917	1	33823	unknown function	0.1	12.6
PC1256547_4	PC1256547	4	16249	moron, auxiliary metabolic gene and host takeover	1.9e-06	29.2
PC816655_1	PC816655	1	645	DNA, RNA and nucleotide metabolism	0.031	15.9
PC1056441_2	PC1056441	2	2613	unknown function	2e-08	35.7
PC1318650_9	PC1318650	9	17368	tail	0.4	11.8
PC728530_8	PC728530	8	12894	unknown function	0.12	13.9
PC490975_1	PC490975	1	66	integration and excision	0.0058	17.8
PC299840_2	PC299840	2	18607	unknown function	0.088	14.5
PC915997_2	PC915997	2	NA	unannotated	NA	NA
PC1402349_1	PC1402349	1	24331	unknown function	1.3e-142	478.0
PC699768_1	PC699768	1	5208	unknown function	1.3e-06	29.3
PC1444815_2	PC1444815	2	NA	unannotated	NA	NA
PC492515_1	PC492515	1	14817	unknown function	0.29	12.8
PC428800_1	PC428800	1	5828	unknown function	0.055	15.4
PC1105953_1	PC1105953	1	NA	unannotated	NA	NA
PC164253_4	PC164253	4	NA	unannotated	NA	NA
PC196274_2	PC196274	2	3188	other	3.1e-28	98.9
PC26408_1	PC26408	1	12197	unknown function	7.4e-19	69.5
PC127336_3	PC127336	3	NA	unannotated	NA	NA
PC356345_6	PC356345	6	2244	DNA, RNA and nucleotide metabolism	3e-132	443.3
PC80550_1	PC80550	1	NA	unannotated	NA	NA
PC173790_3	PC173790	3	NA	unannotated	NA	NA
PC261509_22	PC261509	22	4539	unknown function	0.44	12.0
PC1117476_3	PC1117476	3	23782	unknown function	1.2e-06	28.8
PC222099_1	PC222099	1	NA	unannotated	NA	NA
PC1454924_2	PC1454924	2	1550	moron, auxiliary metabolic gene and host takeover	0.016	15.5
PC935162_12	PC935162	12	NA	unannotated	NA	NA
PC523436_1	PC523436	1	NA	unannotated	NA	NA
PC1036211_4	PC1036211	4	27448	unknown function	0.12	13.6
PC505410_1	PC505410	1	22502	other	0.055	14.7
PC1405978_1	PC1405978	1	15585	unknown function	1.8e-09	38.0
PC622493_2	PC622493	2	16249	moron, auxiliary metabolic gene and host takeover	0.00012	23.4
PC1435539_3	PC1435539	3	24512	unknown function	0.28	12.0
PC292998_2	PC292998	2	NA	unannotated	NA	NA
PC1166563_1	PC1166563	1	NA	unannotated	NA	NA
PC812963_3	PC812963	3	7897	unknown function	2.1e-31	111.0
PC1270932_3	PC1270932	3	NA	unannotated	NA	NA
PC871639_1	PC871639	1	1244	unknown function	0.52	11.2
PC1002868_3	PC1002868	3	11195	unknown function	2.7e-17	63.8
PC1208520_1	PC1208520	1	NA	unannotated	NA	NA
PC258127_1	PC258127	1	10947	unknown function	3.9e-31	110.0
PC25471_1	PC25471	1	NA	unannotated	NA	NA
PC615348_3	PC615348	3	29646	unknown function	0.047	15.2
PC1573031_3	PC1573031	3	29756	unknown function	1.6	10.2
PC341_3	PC341	3	789	other	0.014	15.6
PC322006_1	PC322006	1	20458	unknown function	5e-82	277.9
PC1101453_6	PC1101453	6	15086	unknown function	1.1e-49	171.0
PC1423104_2	PC1423104	2	NA	unannotated	NA	NA
PC1307354_1	PC1307354	1	15937	unknown function	0.015	16.8
PC144053_3	PC144053	3	15262	unknown function	0.33	12.7
PC510326_3	PC510326	3	NA	unannotated	NA	NA
PC1121245_9	PC1121245	9	1198	other	1.9e-16	62.0
PC1263328_3	PC1263328	3	5304	other	1.1e-135	453.7
PC1104875_1	PC1104875	1	293	moron, auxiliary metabolic gene and host takeover	1.7e-50	173.5
PC985295_3	PC985295	3	2071	other	0.0016	19.8
PC332309_1	PC332309	1	5982	unknown function	4.8e-05	22.9
PC198834_1	PC198834	1	NA	unannotated	NA	NA
PC363490_4	PC363490	4	31339	unknown function	0.22	12.9
PC94204_5	PC94204	5	443	lysis	0.0084	18.1
PC579047_1	PC579047	1	NA	unannotated	NA	NA
PC1183858_9	PC1183858	9	1	integration and excision	5.8e-07	30.7
PC400528_1	PC400528	1	9248	unknown function	3.2e-25	90.3
PC1449974_4	PC1449974	4	5154	unknown function	1.3e-34	121.6
PC952987_1	PC952987	1	18609	other	6.1e-108	363.6
PC447896_1	PC447896	1	13933	DNA, RNA and nucleotide metabolism	2.3e-05	24.3
PC1090865_1	PC1090865	1	15350	unknown function	2.1e-18	67.9
PC1154401_4	PC1154401	4	2782	unknown function	0.19	13.4
PC598029_4	PC598029	4	29538	unknown function	2.6e-52	179.5
PC1191133_1	PC1191133	1	4895	unknown function	1.7e-21	78.0
PC1316850_1	PC1316850	1	3142	moron, auxiliary metabolic gene and host takeover	6.3e-43	148.5
PC133007_2	PC133007	2	6819	DNA, RNA and nucleotide metabolism	0.075	12.9
PC511619_7	PC511619	7	NA	unannotated	NA	NA
PC1492458_1	PC1492458	1	36689	unknown function	2.1e-24	86.8
PC669678_8	PC669678	8	7821	head and packaging	0.36	12.2
PC727708_2	PC727708	2	NA	unannotated	NA	NA
PC912707_3	PC912707	3	NA	unannotated	NA	NA
PC1192864_7	PC1192864	7	NA	unannotated	NA	NA
PC882897_1	PC882897	1	NA	unannotated	NA	NA
PC1462170_3	PC1462170	3	NA	unannotated	NA	NA
PC101600_1	PC101600	1	12143	unknown function	0.00042	21.3
PC27005_1	PC27005	1	8398	unknown function	0.16	12.8
PC1453280_22	PC1453280	22	15080	unknown function	0.042	15.5
PC877232_9	PC877232	9	11961	unknown function	2.7e-08	35.1
PC1555110_7	PC1555110	7	8986	unknown function	4.1e-08	34.4
PC1194127_7	PC1194127	7	1213	moron, auxiliary metabolic gene and host takeover	7.8e-15	56.7
PC473162_1	PC473162	1	NA	unannotated	NA	NA
PC542319_1	PC542319	1	14458	tail	0.014	16.2
PC27896_2	PC27896	2	32468	other	2.8e-11	45.3
PC221708_1	PC221708	1	NA	unannotated	NA	NA
PC573229_6	PC573229	6	5823	transcription regulation	2.2e-10	41.8
PC365509_1	PC365509	1	25809	unknown function	0.23	13.1
PC1425898_2	PC1425898	2	12120	unknown function	0.58	11.7
PC1276947_5	PC1276947	5	2895	unknown function	3.1e-241	802.1
PC1297983_4	PC1297983	4	18638	unknown function	0.00015	22.8
PC1558054_3	PC1558054	3	17890	unknown function	2.3e-93	314.3
PC843471_6	PC843471	6	8563	unknown function	0.083	14.8
PC394923_2	PC394923	2	5687	unknown function	1.1e-28	101.6
PC802710_4	PC802710	4	6880	other	1e-146	491.1
PC553800_1	PC553800	1	10012	unknown function	0.14	13.7
PC1077065_3	PC1077065	3	4692	moron, auxiliary metabolic gene and host takeover	0.49	12.7
PC1326798_3	PC1326798	3	NA	unannotated	NA	NA
PC454514_4	PC454514	4	30623	unknown function	4.4e-84	283.6
PC851204_1	PC851204	1	25411	unknown function	4.4e-18	66.8
PC97793_1	PC97793	1	NA	unannotated	NA	NA
PC31660_2	PC31660	2	NA	unannotated	NA	NA
PC237625_4	PC237625	4	10408	unknown function	7.3e-08	33.4
PC916350_1	PC916350	1	13066	unknown function	2.3e-58	199.2
PC930400_3	PC930400	3	17522	unknown function	4.8	9.3
PC1481450_5	PC1481450	5	NA	unannotated	NA	NA
PC673357_2	PC673357	2	27437	unknown function	0.00029	22.5
PC772746_2	PC772746	2	29832	unknown function	0.25	12.9
PC463507_1	PC463507	1	29789	unknown function	0.79	11.2
PC1296808_5	PC1296808	5	478	integration and excision	0.18	13.3
PC1203164_1	PC1203164	1	NA	unannotated	NA	NA
PC130780_2	PC130780	2	25791	unknown function	2.6e-90	305.2
PC813007_1	PC813007	1	3502	unknown function	0.19	13.3
PC158239_2	PC158239	2	NA	unannotated	NA	NA
PC75214_6	PC75214	6	415	other	9.6e-05	23.7
PC588222_2	PC588222	2	NA	unannotated	NA	NA
PC1378764_1	PC1378764	1	36723	unknown function	7.9e-08	33.2
PC846899_4	PC846899	4	37661	unknown function	0.33	12.3
PC1230794_2	PC1230794	2	19931	unknown function	0.0004	21.9
PC117530_2	PC117530	2	NA	unannotated	NA	NA
PC617728_3	PC617728	3	14472	unknown function	3.2e-30	105.5
PC519596_41	PC519596	41	26490	unknown function	0.073	14.0
PC655134_3	PC655134	3	19408	unknown function	5.1e-05	23.2
PC1308973_1	PC1308973	1	1207	moron, auxiliary metabolic gene and host takeover	3.7e-92	310.4
PC696176_1	PC696176	1	1566	unknown function	0.05	15.1
PC1068726_2	PC1068726	2	24072	unknown function	2e-21	78.1
PC480304_6	PC480304	6	NA	unannotated	NA	NA
PC1154401_1	PC1154401	1	19584	unknown function	5.1e-10	40.2
PC1167598_4	PC1167598	4	NA	unannotated	NA	NA
PC993574_3	PC993574	3	18379	unknown function	0.43	11.9
PC1364562_4	PC1364562	4	664	DNA, RNA and nucleotide metabolism	2.7e-09	38.7
PC211781_1	PC211781	1	731	unknown function	9.8e-58	196.6
PC1072668_2	PC1072668	2	3736	unknown function	8.6e-37	128.7
PC789956_1	PC789956	1	7897	unknown function	8.5e-16	59.7
PC1366013_8	PC1366013	8	NA	unannotated	NA	NA
PC553598_2	PC553598	2	23187	unknown function	1.7e-20	75.3
PC64785_4	PC64785	4	33919	unknown function	0.47	12.1
PC1434509_2	PC1434509	2	9684	unknown function	0.00016	23.0
PC36352_3	PC36352	3	7602	unknown function	6.7e-36	124.5
PC1242438_3	PC1242438	3	31848	unknown function	0.0018	19.0
PC576000_1	PC576000	1	6880	other	5.3e-79	267.5
PC893816_1	PC893816	1	NA	unannotated	NA	NA
PC1069000_5	PC1069000	5	379	DNA, RNA and nucleotide metabolism	1.9e-31	109.9
PC782482_1	PC782482	1	17445	unknown function	0.17	13.4
PC1330624_5	PC1330624	5	NA	unannotated	NA	NA
PC1171464_1	PC1171464	1	NA	unannotated	NA	NA
PC369196_19	PC369196	19	NA	unannotated	NA	NA
PC696832_2	PC696832	2	33002	unknown function	2.8e-20	73.7
PC193428_4	PC193428	4	21890	lysis	5.3e-15	57.4
PC1180142_3	PC1180142	3	12776	unknown function	0.087	14.2
PC197114_8	PC197114	8	2380	unknown function	0.44	12.5
PC1290995_4	PC1290995	4	18935	other	0.00016	22.9
PC908692_2	PC908692	2	NA	unannotated	NA	NA
PC1012789_1	PC1012789	1	7620	transcription regulation	1.2e-14	55.3
PC1854_2	PC1854	2	1129	lysis	0.023	16.2
PC148811_2	PC148811	2	13155	unknown function	4.3e-41	142.8
PC743919_6	PC743919	6	20948	unknown function	0.19	12.6
PC993635_3	PC993635	3	34124	unknown function	0.47	12.3
PC1232987_6	PC1232987	6	9	head and packaging	1.1e-141	475.8
PC81941_2	PC81941	2	293	moron, auxiliary metabolic gene and host takeover	6e-44	151.8
PC762035_3	PC762035	3	13105	unknown function	7.8e-07	30.4
PC985223_5	PC985223	5	NA	unannotated	NA	NA
PC574851_2	PC574851	2	3142	moron, auxiliary metabolic gene and host takeover	7.4e-36	125.2
PC820637_2	PC820637	2	1185	other	8.8e-11	43.3
PC1472358_1	PC1472358	1	27849	unknown function	8e-136	455.3
PC800185_2	PC800185	2	NA	unannotated	NA	NA
PC689422_2	PC689422	2	23647	moron, auxiliary metabolic gene and host takeover	0.5	12.1
PC1435481_1	PC1435481	1	NA	unannotated	NA	NA
PC1468450_2	PC1468450	2	3556	unknown function	0.019	15.6
PC502012_3	PC502012	3	NA	unannotated	NA	NA
PC950929_13	PC950929	13	11660	tail	4.2e-30	105.8
PC963786_1	PC963786	1	3736	unknown function	2.9e-22	81.0
PC28699_1	PC28699	1	24316	unknown function	0.00011	22.9
PC216703_4	PC216703	4	13712	lysis	0.19	13.2
PC1359933_2	PC1359933	2	14937	unknown function	3.3e-34	119.4
PC879486_5	PC879486	5	36676	unknown function	7.8e-20	72.2
PC206439_1	PC206439	1	11199	unknown function	9.3e-109	366.1
PC71181_43	PC71181	43	NA	unannotated	NA	NA
PC81254_1	PC81254	1	10629	unknown function	0.077	14.5
PC363490_3	PC363490	3	6791	unknown function	7.7e-49	167.1
PC1027339_3	PC1027339	3	15045	unknown function	1.6e-13	52.1
PC127881_1	PC127881	1	3341	other	3.3e-17	64.3
PC487725_1	PC487725	1	20720	unknown function	6.3e-30	105.9
PC775473_1	PC775473	1	NA	unannotated	NA	NA
PC1207593_2	PC1207593	2	22485	unknown function	0.014	15.0
PC462007_6	PC462007	6	15593	unknown function	0.5	11.8
PC573500_1	PC573500	1	14464	moron, auxiliary metabolic gene and host takeover	0.38	12.3
PC931335_2	PC931335	2	NA	unannotated	NA	NA
PC130566_2	PC130566	2	24300	unknown function	0.032	15.7
PC232084_2	PC232084	2	1213	moron, auxiliary metabolic gene and host takeover	5.4e-27	95.7
PC346198_6	PC346198	6	95	integration and excision	8e-53	181.5
PC802934_2	PC802934	2	623	integration and excision	1e-36	128.6
PC1269899_4	PC1269899	4	NA	unannotated	NA	NA
PC332216_3	PC332216	3	11203	unknown function	0.0027	19.1
PC31515_1	PC31515	1	NA	unannotated	NA	NA
PC1162074_1	PC1162074	1	NA	unannotated	NA	NA
PC1257601_1	PC1257601	1	3677	other	0.0019	17.5
PC1363677_1	PC1363677	1	21556	unknown function	2.1	10.0
PC1454922_1	PC1454922	1	NA	unannotated	NA	NA
PC822943_1	PC822943	1	15288	head and packaging	0.38	12.0
PC686384_1	PC686384	1	NA	unannotated	NA	NA
PC242707_5	PC242707	5	382	tail	2e-31	110.7
PC1338140_1	PC1338140	1	37857	unknown function	0.0077	16.7
PC631968_3	PC631968	3	NA	unannotated	NA	NA
PC946028_5	PC946028	5	9775	unknown function	0.012	17.0
PC870300_4	PC870300	4	19081	head and packaging	0.083	13.9
PC139041_1	PC139041	1	NA	unannotated	NA	NA
PC679921_4	PC679921	4	2801	unknown function	0.00052	20.0
PC1001561_2	PC1001561	2	NA	unannotated	NA	NA
PC1161865_2	PC1161865	2	19793	unknown function	5.7e-134	447.9
PC351774_1	PC351774	1	4278	unknown function	5.5e-06	27.7
PC208225_5	PC208225	5	9644	head and packaging	0.066	14.0
PC1373913_1	PC1373913	1	22966	unknown function	0.25	12.8
PC708387_3	PC708387	3	6397	DNA, RNA and nucleotide metabolism	0.00013	22.2
PC1029197_1	PC1029197	1	20717	unknown function	2.5e-05	25.3
PC1345708_2	PC1345708	2	7506	integration and excision	0.0018	20.1
PC49427_3	PC49427	3	23840	unknown function	0.18	13.2
PC279649_9	PC279649	9	NA	unannotated	NA	NA
PC864834_22	PC864834	22	8389	unknown function	4.7e-10	41.0
PC548950_3	PC548950	3	NA	unannotated	NA	NA
PC1094366_3	PC1094366	3	34543	head and packaging	0.015	16.5
PC440155_4	PC440155	4	11787	other	1.3e-06	29.1
PC889515_3	PC889515	3	30711	unknown function	0.12	13.9
PC623592_1	PC623592	1	34268	unknown function	1.1e-24	88.1
PC1348838_1	PC1348838	1	806	unknown function	0.0049	18.4
PC528451_4	PC528451	4	144	DNA, RNA and nucleotide metabolism	1.8e-21	78.1
PC881977_5	PC881977	5	34224	unknown function	0.23	13.0
PC1436440_9	PC1436440	9	26305	unknown function	0.05	15.4
PC1393976_2	PC1393976	2	1016	unknown function	8.1e-05	24.6
PC631968_5	PC631968	5	NA	unannotated	NA	NA
PC226576_1	PC226576	1	NA	unannotated	NA	NA
PC1060053_1	PC1060053	1	1245	unknown function	0.065	14.4
PC1273861_1	PC1273861	1	19370	unknown function	1.1e-09	39.2
PC680782_1	PC680782	1	4489	unknown function	1.7e-11	45.1
PC1017407_2	PC1017407	2	NA	unannotated	NA	NA
PC990746_1	PC990746	1	NA	unannotated	NA	NA
PC724072_1	PC724072	1	25631	unknown function	0.094	13.9
PC1544647_4	PC1544647	4	NA	unannotated	NA	NA
PC857237_2	PC857237	2	3777	unknown function	0.085	14.0
PC1308904_4	PC1308904	4	NA	unannotated	NA	NA
PC1063943_2	PC1063943	2	NA	unannotated	NA	NA
PC1210477_1	PC1210477	1	2392	moron, auxiliary metabolic gene and host takeover	2.7e-22	80.4
PC1458272_3	PC1458272	3	26596	unknown function	2e-05	26.2
PC985223_3	PC985223	3	NA	unannotated	NA	NA
PC145617_1	PC145617	1	8866	unknown function	5.9e-05	24.5
PC940714_1	PC940714	1	1454	unknown function	0.22	13.2
PC116633_1	PC116633	1	20898	unknown function	0.24	13.2
PC828920_1	PC828920	1	7001	unknown function	0.025	15.9
PC1520459_1	PC1520459	1	2969	DNA, RNA and nucleotide metabolism	2.4e-37	130.3
PC28958_5	PC28958	5	2313	unknown function	0.031	16.0
PC637405_1	PC637405	1	20109	unknown function	5.9e-14	53.0
PC371282_1	PC371282	1	NA	unannotated	NA	NA
PC656273_4	PC656273	4	NA	unannotated	NA	NA
PC360446_1	PC360446	1	8066	unknown function	0.12	12.7
PC185869_1	PC185869	1	16814	unknown function	0.082	14.2
PC581112_1	PC581112	1	14842	unknown function	1.3e-15	59.1
PC922550_4	PC922550	4	1213	moron, auxiliary metabolic gene and host takeover	5e-18	67.0
PC1057534_2	PC1057534	2	15873	unknown function	0.03	14.9
PC1167986_3	PC1167986	3	1198	other	1.7e-06	29.5
PC1090754_21	PC1090754	21	31490	unknown function	0.046	15.3
PC707719_5	PC707719	5	36723	unknown function	6.7e-99	332.4
PC1399873_2	PC1399873	2	3969	unknown function	0.44	11.9
PC1250451_1	PC1250451	1	NA	unannotated	NA	NA
PC956031_1	PC956031	1	NA	unannotated	NA	NA
PC1111384_1	PC1111384	1	2392	moron, auxiliary metabolic gene and host takeover	3.5e-35	123.0
PC1204026_2	PC1204026	2	19188	unknown function	0.48	11.9
PC817679_1	PC817679	1	30773	unknown function	1.9e-239	797.9
PC1497547_3	PC1497547	3	NA	unannotated	NA	NA
PC696546_2	PC696546	2	12541	unknown function	0.36	12.3
PC320177_10	PC320177	10	NA	unannotated	NA	NA
PC203906_6	PC203906	6	NA	unannotated	NA	NA
PC1287020_1	PC1287020	1	5879	unknown function	0.00056	20.3
